name,image_url,category,price,stock,description
Embellished Round-Neck Straight Kurta,https://assets.ajio.com/medias/sys_master/root/20220520/0EmA/6286abdfaeb26921afacb1fa/-286Wx359H-464358078-black-MODEL.jpg,Women,"1,498",100,Embellished Round-Neck Straight Kurta
Micro Print A-line Kurta,https://assets.ajio.com/medias/sys_master/root/20220524/Ddub/628c0253f997dd03e21920ad/-286Wx359H-464376324-grey-MODEL.jpg,Women,"2,498",100,Micro Print A-line Kurta
Embellished Round-Neck Straight Kurta,https://assets.ajio.com/medias/sys_master/root/20220520/IhJo/6286ad07f997dd03e2f6807a/-286Wx359H-464358107-blue-MODEL.jpg,Women,"1,498",100,Embellished Round-Neck Straight Kurta
Embroidered Round-Neck A-line Kurta,https://assets.ajio.com/medias/sys_master/root/20220520/ZNzu/62877d07aeb26921afb107d6/-286Wx359H-464360522-green-MODEL.jpg,Women,"2,998",100,Embroidered Round-Neck A-line Kurta
Embroidered Round-Neck A-line Kurta,https://assets.ajio.com/medias/sys_master/root/20220520/VxI1/62877e84aeb26921afb12cc4/-286Wx359H-464360363-green-MODEL.jpg,Women,"3,498",100,Embroidered Round-Neck A-line Kurta
Embroidered Round-Neck A-line Kurta,https://assets.ajio.com/medias/sys_master/root/20220520/IM6a/62877e33f997dd03e2fb8913/-286Wx359H-464360382-blue-MODEL.jpg,Women,"3,498",100,Embroidered Round-Neck A-line Kurta
Printed Flared Kurta,https://assets.ajio.com/medias/sys_master/root/20220520/i7iS/6286ac71f997dd03e2f672c0/-286Wx359H-464357665-blue-MODEL.jpg,Women,"1,498",100,Printed Flared Kurta
Striped Round-Neck Straight Kurta,https://assets.ajio.com/medias/sys_master/root/20220520/EF9S/62877eb4aeb26921afb13153/-286Wx359H-464360204-maroon-MODEL.jpg,Women,"1,298",100,Striped Round-Neck Straight Kurta
Embellished Round-Neck Straight Kurta,https://assets.ajio.com/medias/sys_master/root/20220520/J3vA/6287a818aeb26921afb26a71/-286Wx359H-464359052-blue-MODEL.jpg,Women,"1,498",100,Embellished Round-Neck Straight Kurta
Floral Embroidered Straight Kurta,https://assets.ajio.com/medias/sys_master/root/20220521/RdtR/62880222aeb26921afb47f01/-286Wx359H-464363545-peach-MODEL.jpg,Women,"2,998",100,Floral Embroidered Straight Kurta
Printed Straight Kurta,https://assets.ajio.com/medias/sys_master/root/20220520/SpM8/6286aeb7aeb26921afacef8e/-286Wx359H-464358130-multi-MODEL.jpg,Women,"2,498",100,Printed Straight Kurta
Floral Print A-line Kurta,https://assets.ajio.com/medias/sys_master/root/20220527/Z7OS/628feb67aeb26921afe4602d/-286Wx359H-464391582-blue-MODEL.jpg,Women,798,100,Floral Print A-line Kurta
Embellished Round-Neck Straight Kurta,https://assets.ajio.com/medias/sys_master/root/20220520/IRdk/6286accef997dd03e2f67b5a/-286Wx359H-464358136-blue-MODEL.jpg,Women,"2,498",100,Embellished Round-Neck Straight Kurta
Floral Embroidered Straight Kurta,https://assets.ajio.com/medias/sys_master/root/20220521/hCps/6287fd89aeb26921afb430e5/-286Wx359H-464363421-black-MODEL.jpg,Women,"1,498",100,Floral Embroidered Straight Kurta
Traditional Silk Saree with Blouse Piece,https://assets.ajio.com/medias/sys_master/root/20220524/Nw7Z/628bf775aeb26921afcab841/-286Wx359H-464372866-green-MODEL.jpg,Women,"4,998",100,Traditional Silk Saree with Blouse Piece
Checked A-line Kurta,https://assets.ajio.com/medias/sys_master/root/20220524/NK44/628c05e7aeb26921afcb5907/-286Wx359H-464376894-grey-MODEL.jpg,Women,"1,298",100,Checked A-line Kurta
Printed A-line Kurta,https://assets.ajio.com/medias/sys_master/root/20220520/jA6W/6286aaf2f997dd03e2f64ee9/-286Wx359H-464357376-yellow-MODEL.jpg,Women,798,100,Printed A-line Kurta
Floral Embroidered Straight Kurta,https://assets.ajio.com/medias/sys_master/root/20220521/DpFo/6287fe34f997dd03e2ff082e/-286Wx359H-464363428-red-MODEL.jpg,Women,"1,498",100,Floral Embroidered Straight Kurta
Embellished Round-Neck Straight Kurta,https://assets.ajio.com/medias/sys_master/root/20220520/ow0B/6286ad35f997dd03e2f684aa/-286Wx359H-464358096-blue-MODEL.jpg,Women,"1,498",100,Embellished Round-Neck Straight Kurta
Embellished Round-Neck Straight Kurta,https://assets.ajio.com/medias/sys_master/root/20220520/pmVk/6286ac37aeb26921afacba2c/-286Wx359H-464358101-yellow-MODEL.jpg,Women,"1,498",100,Embellished Round-Neck Straight Kurta
Embellished A-line Kurta,https://assets.ajio.com/medias/sys_master/root/20220521/Q4rA/6287fd49f997dd03e2fef9ec/-286Wx359H-464363167-black-MODEL.jpg,Women,"4,498",100,Embellished A-line Kurta
Embellished Round-Neck Straight Kurta,https://assets.ajio.com/medias/sys_master/root/20220520/G5zN/6287a86faeb26921afb2702e/-286Wx359H-464359068-yellow-MODEL.jpg,Women,"1,498",100,Embellished Round-Neck Straight Kurta
Printed Round-Neck Straight Kurta,https://assets.ajio.com/medias/sys_master/root/20220520/yURj/6286ab51f997dd03e2f6586a/-286Wx359H-464357510-blue-MODEL.jpg,Women,998,100,Printed Round-Neck Straight Kurta
Striped Saree with Tassels ,https://assets.ajio.com/medias/sys_master/root/20220525/WCGB/628d55bcf997dd03e2210db6/-286Wx359H-464381922-beige-MODEL.jpg,Women,"3,498",100,Striped Saree with Tassels 
Embroidered A-line Kurta,https://assets.ajio.com/medias/sys_master/root/20220520/HWPU/62877ebdaeb26921afb1322f/-286Wx359H-464360288-blue-MODEL.jpg,Women,"3,498",100,Embroidered A-line Kurta
Floral Print A-line Kurta with Waist Tie-Up,https://assets.ajio.com/medias/sys_master/root/20220521/T4iH/6287fceff997dd03e2fef558/-286Wx359H-464363299-cream-MODEL.jpg,Women,"3,498",100,Floral Print A-line Kurta with Waist Tie-Up
Embroidered Round-Neck A-line Kurta,https://assets.ajio.com/medias/sys_master/root/20220520/Pgaz/62877ebdaeb26921afb1323e/-286Wx359H-464360547-white-MODEL.jpg,Women,"2,498",100,Embroidered Round-Neck A-line Kurta
Floral Print Chiffon Saree ,https://assets.ajio.com/medias/sys_master/root/20220531/Lsps/6295337faeb26921aff8ee40/-286Wx359H-464412605-green-MODEL.jpg,Women,"7,998",100,Floral Print Chiffon Saree 
Embellished Round-Neck Straight Kurta,https://assets.ajio.com/medias/sys_master/root/20220520/pljD/6286ad41aeb26921afacd148/-286Wx359H-464358074-yellow-MODEL.jpg,Women,"1,498",100,Embellished Round-Neck Straight Kurta
Schiffli Embroidered Top with Bell Sleeves,https://assets.ajio.com/medias/sys_master/root/20200929/ONkj/5f723d35aeb269d563ccd21f/-286Wx359H-441062990-brown-MODEL.jpg,Women,"1,899",100,Schiffli Embroidered Top with Bell Sleeves
Printed Round-Neck Straight Kurta,https://assets.ajio.com/medias/sys_master/root/20220520/hZGq/6286aa50aeb26921afac8bc8/-286Wx359H-464357293-pink-MODEL.jpg,Women,998,100,Printed Round-Neck Straight Kurta
Printed Round-Neck A-line Kurta,https://assets.ajio.com/medias/sys_master/root/20220520/0uns/6286ab4eaeb26921afaca47e/-286Wx359H-464357362-black-MODEL.jpg,Women,"1,298",100,Printed Round-Neck A-line Kurta
Floral Embroidered Unstitched Dress Material,https://assets.ajio.com/medias/sys_master/root/20220511/DdSX/627b9ee2f997dd03e2a87361/-286Wx359H-464315896-white-MODEL.jpg,Women,"1,998",100,Floral Embroidered Unstitched Dress Material
Floral Print Straight Kurta Set,https://assets.ajio.com/medias/sys_master/root/20220503/EmZr/6270aeb1aeb26921af50ec91/-286Wx359H-462340964-red-MODEL.jpg,Women,"3,049",100,Floral Print Straight Kurta Set
Striped Straight Kurta Set,https://assets.ajio.com/medias/sys_master/root/20210421/iKoi/607f675cf997dd7b64b9d6ed/-286Wx359H-462333779-peach-MODEL.jpg,Women,"2,599",100,Striped Straight Kurta Set
Floral Print Straight Kurta Set,https://assets.ajio.com/medias/sys_master/root/20220503/oK1J/6270aea7aeb26921af50eb9c/-286Wx359H-462339690-green-MODEL.jpg,Women,"3,049",100,Floral Print Straight Kurta Set
Printed A-line Kurta Set,https://assets.ajio.com/medias/sys_master/root/20220503/SJqH/6270aeb1aeb26921af50ec92/-286Wx359H-462340979-blue-MODEL.jpg,Women,"3,399",100,Printed A-line Kurta Set
Printed Straight Kurta Set,https://assets.ajio.com/medias/sys_master/root/20220503/tf9c/6270ae7ff997dd03e290220b/-286Wx359H-462340970-brown-MODEL.jpg,Women,"3,049",100,Printed Straight Kurta Set
Floral Print A-line Kurta Set,https://assets.ajio.com/medias/sys_master/root/20210404/P6WK/606afbb6aeb269a9e3600cd7/-286Wx359H-461403914-green-MODEL.jpg,Women,"2,799",100,Floral Print A-line Kurta Set
Cotton Salwar with Drawstring Waistband,https://assets.ajio.com/medias/sys_master/root/ajio/catalog/5f11f78af997dd433b4fc3f4/-286Wx359H-440974482-gold-MODEL.jpg,Women,999,100,Cotton Salwar with Drawstring Waistband
Checked Treggings with Insert Pockets,https://assets.ajio.com/medias/sys_master/root/20210610/Fl9g/60c23df3f997ddb312c51480/-286Wx359H-441185512-grey-MODEL.jpg,Women,"1,595",100,Checked Treggings with Insert Pockets
Striped Round-Neck Top,https://assets.ajio.com/medias/sys_master/root/20210610/HKRJ/60c23ff0aeb269a9e3e3c057/-286Wx359H-441185778-olive-MODEL.jpg,Women,"1,299",100,Striped Round-Neck Top
Lightly Washed Slim Fit Capris,https://assets.ajio.com/medias/sys_master/root/20210610/GIuW/60c241bbaeb269a9e3e3c52f/-286Wx359H-441185487-blue-MODEL.jpg,Women,"1,495",100,Lightly Washed Slim Fit Capris
Solid Slim Fit Trousers,https://assets.ajio.com/medias/sys_master/root/20220426/yYTH/6268053caeb26921af445121/-286Wx359H-464239250-pink-MODEL.jpg,Women,"1,749",100,Solid Slim Fit Trousers
Lace Work Saree with Tassels,https://assets.ajio.com/medias/sys_master/root/20220526/XUQc/628e9f48aeb26921afd9f3fc/-286Wx359H-464388792-red-MODEL.jpg,Women,"1,398",100,Lace Work Saree with Tassels
Silk Saree with Floral Woven Motifs ,https://assets.ajio.com/medias/sys_master/root/20220525/eGga/628d56f6f997dd03e2212805/-286Wx359H-464381669-blue-MODEL.jpg,Women,"1,678",100,Silk Saree with Floral Woven Motifs 
Contrast Border Saree with Tassels,https://assets.ajio.com/medias/sys_master/root/20220526/T2Lg/628e9e1ff997dd03e229aa20/-286Wx359H-464388913-green-MODEL.jpg,Women,"1,398",100,Contrast Border Saree with Tassels
Embellished Saree with Lace Border,https://assets.ajio.com/medias/sys_master/root/20220526/uZtc/628e9f29aeb26921afd9f228/-286Wx359H-464386598-mustard-MODEL.jpg,Women,"1,398",100,Embellished Saree with Lace Border
Contrast Border Saree with Tassels,https://assets.ajio.com/medias/sys_master/root/20220526/PV42/628e9fb9aeb26921afd9f7e3/-286Wx359H-464388945-maroon-MODEL.jpg,Women,"1,458",100,Contrast Border Saree with Tassels
Contrast Border Saree with Tassels,https://assets.ajio.com/medias/sys_master/root/20220526/s5uM/628e9e79f997dd03e229af82/-286Wx359H-464389044-teal-MODEL.jpg,Women,"1,458",100,Contrast Border Saree with Tassels
Embellished Saree with Lace Border,https://assets.ajio.com/medias/sys_master/root/20220526/qrXG/628e9d79f997dd03e229a227/-286Wx359H-464386657-green-MODEL.jpg,Women,"1,398",100,Embellished Saree with Lace Border
Vichitra Silk Saree with Blouse Piece,https://assets.ajio.com/medias/sys_master/root/20220601/Def4/629685aeaeb26921afffa920/-286Wx359H-464417314-red-MODEL.jpg,Women,"1,398",100,Vichitra Silk Saree with Blouse Piece
Embellished Traditional Saree with Blouse Piece,https://assets.ajio.com/medias/sys_master/root/20220602/npuL/6297d34ff997dd03e25b04e0/-286Wx359H-464422079-navy-MODEL.jpg,Women,"1,398",100,Embellished Traditional Saree with Blouse Piece
Matka Silk Saree with Patch Border ,https://assets.ajio.com/medias/sys_master/root/20220525/KmkO/628d5219aeb26921afd1ec4e/-286Wx359H-464381521-red-MODEL.jpg,Women,"1,458",100,Matka Silk Saree with Patch Border 
Embellished Traditional Saree with Blouse Piece,https://assets.ajio.com/medias/sys_master/root/20220602/6DBM/6297d477f997dd03e25b1825/-286Wx359H-464422085-navy-MODEL.jpg,Women,"1,678",100,Embellished Traditional Saree with Blouse Piece
Saree with Contrast Border,https://assets.ajio.com/medias/sys_master/root/20220526/FUUM/628ea100f997dd03e229d142/-286Wx359H-464386322-green-MODEL.jpg,Women,"1,458",100,Saree with Contrast Border
Leaf Print Saree with Blouse Piece,https://assets.ajio.com/medias/sys_master/root/20220601/Stwu/6296886baeb26921affff1d0/-286Wx359H-464417345-maroon-MODEL.jpg,Women,"1,678",100,Leaf Print Saree with Blouse Piece
Embellished Saree with Lace Border,https://assets.ajio.com/medias/sys_master/root/20220526/WiVe/628e9a52f997dd03e2296477/-286Wx359H-464386350-teal-MODEL.jpg,Women,"1,398",100,Embellished Saree with Lace Border
 Vichitra Silk Saree with Blouse Piece,https://assets.ajio.com/medias/sys_master/root/20220601/8P8n/629686b9f997dd03e2535d1e/-286Wx359H-464417261-maroon-MODEL.jpg,Women,"1,398",100, Vichitra Silk Saree with Blouse Piece
Embellished Traditional Saree with Blouse Piece,https://assets.ajio.com/medias/sys_master/root/20220602/nG0D/6297d3acf997dd03e25b0a1b/-286Wx359H-464422097-pink-MODEL.jpg,Women,"1,678",100,Embellished Traditional Saree with Blouse Piece
Silk Saree with Tassles,https://assets.ajio.com/medias/sys_master/root/20220525/UsAF/628d58f4f997dd03e2215356/-286Wx359H-464381519-blue-MODEL.jpg,Women,"1,398",100,Silk Saree with Tassles
Contrast Border Saree with Tassels,https://assets.ajio.com/medias/sys_master/root/20220526/aVZb/628ea004aeb26921afd9fb76/-286Wx359H-464388956-pink-MODEL.jpg,Women,"1,458",100,Contrast Border Saree with Tassels
Printed Saree with Blouse Piece,https://assets.ajio.com/medias/sys_master/root/20220601/lktc/629687b4aeb26921afffdfe3/-286Wx359H-464417269-red-MODEL.jpg,Women,"1,398",100,Printed Saree with Blouse Piece
 Lace Work Designer Saree ,https://assets.ajio.com/medias/sys_master/root/20220526/5IGX/628ea0afaeb26921afda03b6/-286Wx359H-464389041-red-MODEL.jpg,Women,"2,349",100, Lace Work Designer Saree 
Printed Silk Saree with Blouse Piece,https://assets.ajio.com/medias/sys_master/root/20220601/PIbP/629687dcf997dd03e25378c9/-286Wx359H-464417336-blue-MODEL.jpg,Women,"1,678",100,Printed Silk Saree with Blouse Piece
Matka Silk Saree with Blouse Piece,https://assets.ajio.com/medias/sys_master/root/20220601/2pzV/62968453f997dd03e253148a/-286Wx359H-464417317-brown-MODEL.jpg,Women,"1,458",100,Matka Silk Saree with Blouse Piece
Embellished Saree with Lace Border,https://assets.ajio.com/medias/sys_master/root/20220526/cKxp/628e9958f997dd03e2294d5b/-286Wx359H-464386398-maroon-MODEL.jpg,Women,"1,398",100,Embellished Saree with Lace Border
Contrast Border Saree with Tassels,https://assets.ajio.com/medias/sys_master/root/20220526/xN2w/628ea3aff997dd03e229fb25/-286Wx359H-464388893-yellow-MODEL.jpg,Women,"1,398",100,Contrast Border Saree with Tassels
Floral Print Saree with Contrast Border,https://assets.ajio.com/medias/sys_master/root/20220526/4zHw/628e9d6bf997dd03e229a157/-286Wx359H-464386694-maroon-MODEL.jpg,Women,"1,678",100,Floral Print Saree with Contrast Border
 Lace Work Designer Saree with Tassels,https://assets.ajio.com/medias/sys_master/root/20220526/BNqp/628ea204f997dd03e229d945/-286Wx359H-464388810-green-MODEL.jpg,Women,"1,899",100, Lace Work Designer Saree with Tassels
Contrast Border Saree with Tassels,https://assets.ajio.com/medias/sys_master/root/20220526/Q8FD/628ea17df997dd03e229d4ec/-286Wx359H-464388982-teal-MODEL.jpg,Women,"1,398",100,Contrast Border Saree with Tassels
Square-Neck Top with Puff Sleeves,https://assets.ajio.com/medias/sys_master/root/20220523/b9z1/628b4c89aeb26921afc4c4fd/-286Wx359H-463985688-green-MODEL.jpg,Women,799,100,Square-Neck Top with Puff Sleeves
Geometric Printed Relaxed Fit Top,https://assets.ajio.com/medias/sys_master/root/20220108/va3L/61d8ad6ef997dd66231663be/-286Wx359H-463625455-pink-MODEL.jpg,Women,999,100,Geometric Printed Relaxed Fit Top
Pack of 2 Ankle-Length Leggings,https://assets.ajio.com/medias/sys_master/root/20220523/1pUv/628b8aa0f997dd03e2153c8f/-286Wx359H-464367710-blue-MODEL.jpg,Women,"2,399",100,Pack of 2 Ankle-Length Leggings
Pack of 2 Basic Leggings,https://assets.ajio.com/medias/sys_master/root/20220526/iIBU/628e9ec3aeb26921afd9ebaa/-286Wx359H-464388373-pink-MODEL.jpg,Women,"2,399",100,Pack of 2 Basic Leggings
Printed Flared Palazzo,https://assets.ajio.com/medias/sys_master/root/20220530/491T/6294c953aeb26921aff3f98b/-286Wx359H-464401943-navy-MODEL.jpg,Women,"1,999",100,Printed Flared Palazzo
Pack of 2 Ankle-Length Leggings,https://assets.ajio.com/medias/sys_master/root/20220523/ktmQ/628b8856f997dd03e2151c62/-286Wx359H-464368005-green-MODEL.jpg,Women,"2,399",100,Pack of 2 Ankle-Length Leggings
Floral Print Flared Palazzos,https://assets.ajio.com/medias/sys_master/root/20220530/yUdE/6294dbb5f997dd03e2473ee0/-286Wx359H-464402631-navy-MODEL.jpg,Women,"3,199",100,Floral Print Flared Palazzos
Pack of 2 Leggings,https://assets.ajio.com/medias/sys_master/root/20220523/hscS/628b79b2f997dd03e214af7e/-286Wx359H-464366928-pink-MODEL.jpg,Women,"2,399",100,Pack of 2 Leggings
Camisole with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20211118/senO/6195917bf997ddf8f10c6dbe/-286Wx359H-463326465-pink-MODEL.jpg,Women,399,100,Camisole with Adjustable Strap
Graphic Print Flared Palazzo,https://assets.ajio.com/medias/sys_master/root/20220530/ktD9/6294ad7daeb26921aff354b3/-286Wx359H-464402853-white-MODEL.jpg,Women,"2,499",100,Graphic Print Flared Palazzo
3/4th Sleeves Fit & Flare Dress,https://assets.ajio.com/medias/sys_master/root/20210505/UESp/60925d92aeb269a9e3b1b398/-286Wx359H-462333311-navy-MODEL.jpg,Women,"2,598",100,3/4th Sleeves Fit & Flare Dress
Embellished Fit & Flare Dress,https://assets.ajio.com/medias/sys_master/root/20210505/GSqZ/60925dc7f997dd7b64d3b060/-286Wx359H-462333214-navy-MODEL.jpg,Women,"3,198",100,Embellished Fit & Flare Dress
Knee Length Fit & Flare Dress,https://assets.ajio.com/medias/sys_master/root/20210505/xHs8/60925d92aeb269a9e3b1b387/-286Wx359H-462333042-maroon-MODEL.jpg,Women,"1,798",100,Knee Length Fit & Flare Dress
Striped Skinny Fit Capri Pant,https://assets.ajio.com/medias/sys_master/root/20220108/jjQW/61d8ab1ef997dd6623164261/-286Wx359H-463623873-blue-MODEL.jpg,Women,"1,699",100,Striped Skinny Fit Capri Pant
Striped Shorts with Drawstring Waist,https://assets.ajio.com/medias/sys_master/root/20220129/2qtS/61f444cef997dd6623467a3b/-286Wx359H-469065666-multi-MODEL.jpg,Women,699,100,Striped Shorts with Drawstring Waist
Washed Bootcut Jeans,https://assets.ajio.com/medias/sys_master/root/20210604/YjbB/60b92e98f997ddb312b64bda/-286Wx359H-460897591-midblue-MODEL.jpg,Women,"4,699",100,Washed Bootcut Jeans
Cotton Bra & Briefs Set,https://assets.ajio.com/medias/sys_master/root/20220128/XJsN/61f39650f997dd6623443a3f/-286Wx359H-461066536-black-MODEL.jpg,Women,"1,098",100,Cotton Bra & Briefs Set
Embellished  A-line Kurta Set,https://assets.ajio.com/medias/sys_master/root/20220530/jlUt/6294929faeb26921aff241ad/-286Wx359H-463936697-pink-MODEL.jpg,Women,"11,485",100,Embellished  A-line Kurta Set
Embroidered Kurta Set with Dupatta,https://assets.ajio.com/medias/sys_master/root/20220530/i8WU/629492d9aeb26921aff249a8/-286Wx359H-463979550-blue-MODEL.jpg,Women,"11,285",100,Embroidered Kurta Set with Dupatta
Embroidered A-line Kurta Set with Dupatta,https://assets.ajio.com/medias/sys_master/root/20220530/SjW4/629493eff997dd03e244c369/-286Wx359H-463943467-pink-MODEL.jpg,Women,"23,185",100,Embroidered A-line Kurta Set with Dupatta
Floral Print Crepe Saree,https://assets.ajio.com/medias/sys_master/root/20220530/MMkZ/6294933caeb26921aff25863/-286Wx359H-464342927-brown-MODEL.jpg,Women,"6,735",100,Floral Print Crepe Saree
Embellished Chiffon Saree,https://assets.ajio.com/medias/sys_master/root/20220530/jFfH/6294928cf997dd03e2449306/-286Wx359H-464325433-black-MODEL.jpg,Women,"6,485",100,Embellished Chiffon Saree
3-piece Paisley Woven Unstitched Dress Material with Dupatta,https://assets.ajio.com/medias/sys_master/root/20220530/1gKF/629491aaf997dd03e244701d/-286Wx359H-464257367-green-MODEL.jpg,Women,"3,735",100,3-piece Paisley Woven Unstitched Dress Material with Dupatta
Georgette Kurta & Palazzo Set with Dupatta,https://assets.ajio.com/medias/sys_master/root/20220530/Gowk/62949432f997dd03e244cd59/-286Wx359H-464385233-pink-MODEL.jpg,Women,"12,985",100,Georgette Kurta & Palazzo Set with Dupatta
Embroidered A-line Kurta with Dupatta ,https://assets.ajio.com/medias/sys_master/root/20220530/crUg/629494ddaeb26921aff2909e/-286Wx359H-464383498-green-MODEL.jpg,Women,"12,485",100,Embroidered A-line Kurta with Dupatta 
Sleeveless Block Print A-line Maxi Gown,https://assets.ajio.com/medias/sys_master/root/20220524/FCf9/628be98daeb26921afca619b/-286Wx359H-441142177-black-MODEL.jpg,Women,"1,299",100,Sleeveless Block Print A-line Maxi Gown
Floral Print Crop Top with Skirt,https://assets.ajio.com/medias/sys_master/root/20220601/Y97c/629755baf997dd03e25921d3/-286Wx359H-441095067-pink-MODEL.jpg,Women,"3,999",100,Floral Print Crop Top with Skirt
Printed A-line Kurta with Embroidered Yoke,https://assets.ajio.com/medias/sys_master/root/20220601/BDCP/6296f960aeb26921af025206/-286Wx359H-441093182-maroon-MODEL.jpg,Women,"1,799",100,Printed A-line Kurta with Embroidered Yoke
Printed A-line Kurta with Embroidery Accent,https://assets.ajio.com/medias/sys_master/root/20220601/MvKY/62976020f997dd03e2596ad4/-286Wx359H-441094967-mustard-MODEL.jpg,Women,"2,499",100,Printed A-line Kurta with Embroidery Accent
Floral Print Crop Top with Skirt,https://assets.ajio.com/medias/sys_master/root/20220601/c73c/62974cf6f997dd03e258f4e8/-286Wx359H-441095021-pink-MODEL.jpg,Women,"3,599",100,Floral Print Crop Top with Skirt
Cable Knit Straight Kurta,https://assets.ajio.com/medias/sys_master/root/20220601/erbT/6297491eaeb26921af04a12e/-286Wx359H-441095161-black-MODEL.jpg,Women,"3,999",100,Cable Knit Straight Kurta
Woven Cotton Pochampally Ikat Dress Material,https://assets.ajio.com/medias/sys_master/root/20220523/97LP/628b06dbaeb26921afc28471/-286Wx359H-469185162-multi-MODEL.jpg,Women,999,100,Woven Cotton Pochampally Ikat Dress Material
Embroidered Straight Kurta Set,https://assets.ajio.com/medias/sys_master/root/20220601/bncA/629701d8aeb26921af027852/-286Wx359H-441095278-maroon-MODEL.jpg,Women,"6,499",100,Embroidered Straight Kurta Set
Cotton Pochampally Ikat Dresss Material,https://assets.ajio.com/medias/sys_master/root/20220524/phId/628c0281aeb26921afcb24b9/-286Wx359H-469185165-navy-MODEL.jpg,Women,999,100,Cotton Pochampally Ikat Dresss Material
Striped Round-Neck Top,https://assets.ajio.com/medias/sys_master/root/20220525/OqxU/628d621df997dd03e221c22b/-286Wx359H-441136896-pink-MODEL.jpg,Women,799,100,Striped Round-Neck Top
Woven Pochampally Ikat Dresss Material,https://assets.ajio.com/medias/sys_master/root/20220522/WLFb/6289ba12aeb26921afbc6a34/-286Wx359H-469185189-pink-MODEL.jpg,Women,999,100,Woven Pochampally Ikat Dresss Material
Woven Pochampally Ikat Dresss Material,https://assets.ajio.com/medias/sys_master/root/20220520/2TJa/6286f79eaeb26921afae725b/-286Wx359H-469185166-multi-MODEL.jpg,Women,999,100,Woven Pochampally Ikat Dresss Material
A-line Kurta with Spread-Collar,https://assets.ajio.com/medias/sys_master/root/20220601/VPvd/62975837aeb26921af04e24c/-286Wx359H-441093181-maroon-MODEL.jpg,Women,"1,699",100,A-line Kurta with Spread-Collar
Swiss-Dot A-line Kurta with Embroidery,https://assets.ajio.com/medias/sys_master/root/20220601/XQWa/62974dd5aeb26921af04b624/-286Wx359H-441091765-navy-MODEL.jpg,Women,"2,799",100,Swiss-Dot A-line Kurta with Embroidery
South Fine Cotton Checked Kanjivaram Saree with Thread Work Border,https://assets.ajio.com/medias/sys_master/root/20220106/YFYu/61d5eef5f997dd662311bed6/-286Wx359H-469064640-pink-MODEL.jpg,Women,"4,499",100,South Fine Cotton Checked Kanjivaram Saree with Thread Work Border
Cotton Pochampally Ikat Dresss Material,https://assets.ajio.com/medias/sys_master/root/20220524/z6uI/628c0d18f997dd03e219bc8e/-286Wx359H-469185208-multi-MODEL.jpg,Women,999,100,Cotton Pochampally Ikat Dresss Material
Embroidered V-neck Flared Kurta,https://assets.ajio.com/medias/sys_master/root/20220601/ux9s/6296f6c4f997dd03e2563ddd/-286Wx359H-441091824-mustard-MODEL.jpg,Women,"5,499",100,Embroidered V-neck Flared Kurta
Floral Print Blouse with Mandarin Collar,https://assets.ajio.com/medias/sys_master/root/20220601/3V5d/6296ef4baeb26921af021cf6/-286Wx359H-441095038-lblue-MODEL.jpg,Women,"1,999",100,Floral Print Blouse with Mandarin Collar
Typographic Print Crew-Neck T-shirt,https://assets.ajio.com/medias/sys_master/root/20220601/G9QG/62970810aeb26921af029142/-286Wx359H-469180439-black-MODEL.jpg,Women,"1,299",100,Typographic Print Crew-Neck T-shirt
Woven Pochampally Ikat Dresss Material,https://assets.ajio.com/medias/sys_master/root/20220524/1LND/628c1396aeb26921afcbeb56/-286Wx359H-469185187-orange-MODEL.jpg,Women,999,100,Woven Pochampally Ikat Dresss Material
Woven Pochampally Ikat Dresss Material,https://assets.ajio.com/medias/sys_master/root/20220523/jLej/628bc3b3aeb26921afc9e20a/-286Wx359H-469185195-white-MODEL.jpg,Women,999,100,Woven Pochampally Ikat Dresss Material
Typographic Print Crew-Neck T-shirt,https://assets.ajio.com/medias/sys_master/root/20220601/T3fx/6296f2fbf997dd03e256275a/-286Wx359H-469180440-green-MODEL.jpg,Women,"1,299",100,Typographic Print Crew-Neck T-shirt
Woven Pochampally Ikat Dresss Material,https://assets.ajio.com/medias/sys_master/root/20220520/SH9v/6286fcceaeb26921afae8e8e/-286Wx359H-469185194-multi-MODEL.jpg,Women,999,100,Woven Pochampally Ikat Dresss Material
Typographic Print Crew-Neck T-shirt,https://assets.ajio.com/medias/sys_master/root/20220601/FFSI/62973f5eaeb26921af047812/-286Wx359H-469180444-brown-MODEL.jpg,Women,"1,299",100,Typographic Print Crew-Neck T-shirt
Flat-Front Pants with Schiffli Embroidery,https://assets.ajio.com/medias/sys_master/root/20220531/sH4x/6295772ef997dd03e24d4694/-286Wx359H-441236392-peach-MODEL.jpg,Women,999,100,Flat-Front Pants with Schiffli Embroidery
Woven Pochampally Ikat Dresss Material,https://assets.ajio.com/medias/sys_master/root/20220524/u5cp/628c4605f997dd03e21ad610/-286Wx359H-469185183-burgundy-MODEL.jpg,Women,999,100,Woven Pochampally Ikat Dresss Material
Embroidered Flared Kurta,https://assets.ajio.com/medias/sys_master/root/20220601/INKn/62971068f997dd03e256ba81/-286Wx359H-441091852-darkblue-MODEL.jpg,Women,"4,999",100,Embroidered Flared Kurta
Printed A-line Kurta with Embroidered Yoke,https://assets.ajio.com/medias/sys_master/root/20220601/sdrp/6296f364aeb26921af023256/-286Wx359H-441093182-indigo-MODEL.jpg,Women,"1,799",100,Printed A-line Kurta with Embroidered Yoke
